bra,agi,Tair10_desc
BraA05g10640R,AT2G34600,JAZ7 (JASMONATE-ZIM-DOMAIN PROTEIN 7)
BraA05g10630R,AT2G34610,unknown protein
BraA05g10620R,AT2G34620,mitochondrial transcription termination factor-related / mTERF-related
BraA05g10610R,AT2G34630,geranyl diphosphate synthase putative / GPPS putative / dimethylallyltransferase putative / prenyl transferase putative
BraA05g10600R,AT2G34640,PTAC12 (PLASTID TRANSCRIPTIONALLY ACTIVE12)
BraA05g10590R,AT2G34650,PID (PINOID); kinase/ protein kinase/ protein serine/threonine kinase
BraA05g10580R,AT2G34660,ATMRP2 (ARABIDOPSIS THALIANA MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 2); ATPase coupled to transmembrane movement of substances
BraA05g10570R,AT2G34700,pollen Ole e 1 allergen and extensin family protein
BraA05g10550R,AT2G34700,pollen Ole e 1 allergen and extensin family protein
BraA05g10540R,AT2G34700,pollen Ole e 1 allergen and extensin family protein
BraA05g10530R,AT2G34710,PHB (PHABULOSA); DNA binding / transcription factor
BraA05g10520R,AT2G34720,NF-YA4 (NUCLEAR FACTOR Y SUBUNIT A4); specific transcriptional repressor/ transcription factor
BraA05g10510R,AT2G34750,RNA polymerase I specific transcription initiation factor RRN3 family protein
BraA05g10490R,AT2G34770,FAH1 (FATTY ACID HYDROXYLASE 1); catalytic/ fatty acid alpha-hydroxylase
BraA05g10480R,AT2G34780,MEE22 (MATERNAL EFFECT EMBRYO ARREST 22)
BraA05g10470R,AT2G34790,MEE23 (MATERNAL EFFECT EMBRYO ARREST 23); FAD binding / catalytic/ electron carrier/ oxidoreductase
BraA05g10460R,AT2G34810,FAD-binding domain-containing protein
BraA05g10450R,NA,NA
BraA05g10440R,AT2G34820,basic helix-loop-helix (bHLH) family protein
BraA05g10430R,AT2G34830,WRKY35 (WRKY DNA-binding protein 35); transcription factor
BraA05g10420R,AT2G34850,MEE25 (maternal effect embryo arrest 25); UDP-glucose 4-epimerase/ binding / catalytic/ coenzyme binding
BraA05g10410R,AT2G34860,EDA3 (embryo sac development arrest 3); heat shock protein binding / unfolded protein binding
BraA05g10400R,AT2G34870,MEE26 (maternal effect embryo arrest 26)
BraA05g10390R,AT2G34890,CTP synthase putative / UTP--ammonia ligase putative
BraA05g10380R,AT2G34900,IMB1 (IMBIBITION-INDUCIBLE 1); DNA binding
BraA05g10370R,AT2G34910,unknown protein
BraA05g10360R,AT2G34920,EDA18 (embryo sac development arrest 18); protein binding / zinc ion binding
BraA05g10350R,AT2G34925,CLE42 (CLAVATA3/ESR-RELATED 42)
BraA05g10340R,AT2G34930,disease resistance family protein
BraA05g10330R,AT2G34970,eIF4-gamma/eIF5/eIF2-epsilon domain-containing protein
BraA05g10320R,AT2G35000,zinc finger (C3HC4-type RING finger) family protein
BraA05g10310R,AT2G35030,pentatricopeptide (PPR) repeat-containing protein
BraA05g10300R,AT2G35030,pentatricopeptide (PPR) repeat-containing protein
BraA05g10290R,AT2G35040,AICARFT/IMPCHase bienzyme family protein
BraA05g10280R,AT2G35060,KUP11; potassium ion transmembrane transporter
BraA05g10270R,AT2G35100,ARAD1 (ARABINAN DEFICIENT 1); catalytic/ transferase transferring glycosyl groups
BraA05g10260R,AT2G35110,GRL (GNARLED); transcription activator
BraA05g10250R,AT2G35130,pentatricopeptide (PPR) repeat-containing protein
BraA05g10240R,AT2G35150,EXL1 (EXORDIUM LIKE 1)
BraA05g10230R,AT2G35150,EXL1 (EXORDIUM LIKE 1)
BraA05g10220R,AT2G35155,catalytic
BraA05g10210R,AT2G35160,SUVH5 (SU(VAR)3-9 HOMOLOG 5); histone methyltransferase
BraA05g10200R,AT2G35190,NPSN11 (NOVEL PLANT SNARE 11); SNAP receptor/ protein transporter
BraA05g10190R,AT2G35200,unknown protein
BraA05g10180R,AT2G35215,unknown protein
BraA05g10170R,AT2G35230,VQ motif-containing protein
BraA05g10160R,AT2G35240,plastid developmental protein DAG putative
BraA05g10150R,AT2G35260,unknown protein
BraA05g10140R,NS,NA
BraA05g10130R,AT2G35270,DNA-binding protein-related
BraA05g10120R,AT2G35290,unknown protein
BraA05g10110R,AT2G35300,late embryogenesis abundant group 1 domain-containing protein / LEA group 1 domain-containing protein
BraA05g10100R,AT2G35330,protein binding / zinc ion binding
BraA05g10080R,AT2G35350,PLL1 (POLTERGEIST LIKE 1); catalytic/ protein serine/threonine phosphatase
BraA05g10070R,NS,NA
BraA05g10060R,NS,NA
BraA05g10050R,AT2G35360,ubiquitin family protein
BraA05g10040R,AT2G35370,GDCH; glycine dehydrogenase (decarboxylating)
BraA05g10030R,AT2G35380,peroxidase 20 (PER20) (P20)
BraA05g10010R,AT2G35390,ribose-phosphate pyrophosphokinase 1 / phosphoribosyl diphosphate synthetase 1 (PRSI)
BraA05g10000R,AT2G35420,zinc finger (C3HC4-type RING finger) family protein
BraA05g09990R,AT2G35460,harpin-induced family protein / HIN1 family protein / harpin-responsive family protein
BraA05g09980R,AT2G35470,unknown protein
BraA05g09970R,AT2G35480,unknown protein
BraA05g09960R,AT2G35490,plastid-lipid associated protein PAP putative
BraA05g09950R,AT2G35510,SRO1 (SIMILAR TO RCD ONE 1); NAD+ ADP-ribosyltransferase
BraA05g09940R,AT2G35530,bZIP transcription factor family protein
BraA05g09920R,AT2G35540,DNAJ heat shock N-terminal domain-containing protein
BraA05g09900R,AT2G35580,serpin family protein / serine protease inhibitor family protein
BraA05g09890R,AT2G35585,unknown protein
BraA05g09880R,AT2G35600,BRXL1 (BREVIS RADIX LIKE 1)
BraA05g09870R,AT2G35610,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: Golgi apparatus; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Reticulon (InterPro:IPR003388); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G70630.1); Has 210 Blast hits to 209 proteins in 24 species: Archae - 0; Bacteria - 6; Metazoa - 3; Fungi - 0; Plants - 175; Viruses - 0; Other Eukaryotes - 26 (source: NCBI BLink).
BraA05g09860R,AT2G35612,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: flower root; BEST Arabidopsis thaliana protein match is: copper amine oxidase putative (TAIR:AT1G31670.1); Has 2 Blast hits to 2 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 2; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).
BraA05g09840R,AT2G35615,aspartyl protease family protein
BraA05g09830R,AT2G35620,FEI2 (FEI 2); kinase
BraA05g09820R,NS,NA
BraA05g09810R,AT2G35630,MOR1 (MICROTUBULE ORGANIZATION 1); microtubule binding
BraA05g09790R,NS,NA
BraA05g09780R,AT2G35680,dual specificity protein phosphatase family protein
BraA05g09770R,AT2G35700,ERF38 (ERF FAMILY PROTEIN 38); DNA binding / transcription factor
BraA05g09760R,AT2G35710,glycogenin glucosyltransferase (glycogenin)-related
BraA05g09750R,NS,NA
BraA05g09740R,NS,NA
BraA05g09730R,AT2G35940,BLH1 (BEL1-LIKE HOMEODOMAIN 1); DNA binding / protein heterodimerization/ protein homodimerization/ transcription factor
BraA05g09720R,AT2G35930,PUB23 (PLANT U-BOX 23); ubiquitin-protein ligase
BraA05g09710R,AT2G35910,zinc finger (C3HC4-type RING finger) family protein
BraA05g09700R,AT2G35880,FUNCTIONS IN: molecular_function unknown; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Targeting for Xklp2 (InterPro:IPR009675); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G32330.3); Has 14997 Blast hits to 8919 proteins in 586 species: Archae - 10; Bacteria - 1037; Metazoa - 6567; Fungi - 1700; Plants - 594; Viruses - 59; Other Eukaryotes - 5030 (source: NCBI BLink).
BraA05g09690R,AT2G36010,E2F3 (E2F TRANSCRIPTION FACTOR 3); DNA binding / transcription factor
BraA05g09680R,AT2G36020,HVA22J (HVA22-LIKE PROTEIN J)
BraA05g09670R,AT2G36026,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF623 plant (InterPro:IPR006458); BEST Arabidopsis thaliana protein match is: OFP6 (OVATE FAMILY PROTEIN 6) (TAIR:AT3G52525.1); Has 230 Blast hits to 230 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 228; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink).
BraA05g09660R,AT2G36050,OFP15 (ARABIDOPSIS THALIANA OVATE FAMILY PROTEIN 15)
BraA05g09650R,AT2G36080,DNA-binding protein putative
BraA05g09640R,AT2G36090,F-box family protein
BraA05g09630R,AT2G36090,F-box family protein
BraA05g09620R,AT2G36100,integral membrane family protein
BraA05g09610R,AT2G36120,DOT1 (DEFECTIVELY ORGANIZED TRIBUTARIES 1)
BraA05g09600R,AT2G36130,peptidyl-prolyl cis-trans isomerase putative / cyclophilin putative / rotamase putative
BraA05g09590R,NS,NA
BraA05g09580R,NS,NA
BraA05g09570R,AT2G36200,kinesin motor protein-related
BraA05g09560R,AT2G36210,auxin-responsive family protein
BraA05g09550R,AT2G36220,unknown protein
BraA05g09540R,AT2G36230,APG10 (ALBINO AND PALE GREEN 10); 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase
BraA05g09530R,AT2G36240,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Pentatricopeptide repeat (InterPro:IPR002885); BEST Arabidopsis thaliana protein match is: pentatricopeptide (PPR) repeat-containing protein (TAIR:AT1G09900.1); Has 18740 Blast hits to 5421 proteins in 159 species: Archae - 3; Bacteria - 12; Metazoa - 272; Fungi - 258; Plants - 17650; Viruses - 2; Other Eukaryotes - 543 (source: NCBI BLink).
BraA05g09520R,NS,NA
BraA05g09510R,AT2G36270,ABI5 (ABA INSENSITIVE 5); DNA binding / transcription activator/ transcription factor
BraA05g09500R,AT2G36290,hydrolase alpha/beta fold family protein
BraA05g09490R,AT2G36300,integral membrane Yip1 family protein
BraA05g09480R,NA,NA
BraA05g09470R,AT2G36310,URH1 (URIDINE-RIBOHYDROLASE 1); adenosine nucleosidase/ hydrolase/ inosine nucleosidase/ uridine nucleosidase
BraA05g09460R,AT2G36320,zinc finger (AN1-like) family protein
BraA05g09450R,NS,NA
BraA05g09440R,NS,NA
BraA05g09430R,NS,NA
BraA05g09420R,AT2G36330,FUNCTIONS IN: molecular_function unknown; LOCATED IN: plasma membrane membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Uncharacterised protein family UPF0497 trans-membrane plant (InterPro:IPR006702); BEST Arabidopsis thaliana protein match is: integral membrane protein putative (TAIR:AT5G62820.1); Has 132 Blast hits to 130 proteins in 15 species: Archae - 0; Bacteria - 0; Metazoa - 5; Fungi - 1; Plants - 124; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink).
BraA05g09410R,AT2G36350,protein kinase putative
BraA05g09400R,AT2G36350,protein kinase putative
BraA05g09380R,AT2G36390,SBE2.1 (starch branching enzyme 2.1); 14-alpha-glucan branching enzyme
BraA05g09370R,AT2G36390,SBE2.1 (starch branching enzyme 2.1); 14-alpha-glucan branching enzyme
BraA05g09360R,AT2G36420,unknown protein
BraA05g09350R,AT2G36430,unknown protein
BraA05g09340R,NA,NA
BraA05g09330R,AT2G36470,unknown protein
BraA05g09320R,NS,NA
BraA05g09310R,AT2G36490,DML1 (DEMETER-LIKE 1); DNA N-glycosylase/ DNA-(apurinic or apyrimidinic site) lyase/ protein binding
BraA05g09300R,AT2G36500,CBS domain-containing protein / octicosapeptide/Phox/Bemp1 (PB1) domain-containing protein
BraA05g09290R,NS,NA
BraA05g09280R,AT2G36530,LOS2; copper ion binding / phosphopyruvate hydratase
BraA05g09270R,AT2G36540,NLI interacting factor (NIF) family protein
BraA05g09260R,AT2G36610,ATHB22 (ARABIDOPSIS THALIANA HOMEOBOX PROTEIN 22); DNA binding / transcription factor
BraA05g09250R,AT2G36620,RPL24A (ribosomal protein L24); structural constituent of ribosome
BraA05g09240R,AT2G36630,unknown protein
BraA05g09230R,AT2G36640,ATECP63 (EMBRYONIC CELL PROTEIN 63)
BraA05g09220R,AT2G36670,aspartyl protease family protein
BraA05g09210R,AT2G36670,aspartyl protease family protein
BraA05g09200R,AT2G36680,LOCATED IN: ESCRT I complex; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Modifier of rudimentary Modr (InterPro:IPR009851); BEST Arabidopsis thaliana protein match is: VPS37-1 (TAIR:AT3G53120.1); Has 348 Blast hits to 348 proteins in 85 species: Archae - 1; Bacteria - 4; Metazoa - 236; Fungi - 19; Plants - 37; Viruses - 0; Other Eukaryotes - 51 (source: NCBI BLink).
BraA05g09190R,AT2G36710,pectinesterase family protein
BraA05g09170R,AT2G36695,unknown protein
BraA05g09160R,AT2G36710,pectinesterase family protein
BraA05g09150R,AT2G36730,pentatricopeptide (PPR) repeat-containing protein
BraA05g09140R,AT2G36740,SWC2; DNA binding / transcription factor
BraA05g09130R,NS,NA
BraA05g09120R,AT2G36750,UGT73C1 (UDP-GLUCOSYL TRANSFERASE 73C1); UDP-glucosyltransferase/ UDP-glycosyltransferase/ cis-zeatin O-beta-D-glucosyltransferase/ trans-zeatin O-beta-D-glucosyltransferase/ transferase transferring glycosyl groups
BraA05g09100R,AT2G36780,UDP-glucoronosyl/UDP-glucosyl transferase family protein
BraA05g09090R,AT2G36800,DOGT1 (DON-GLUCOSYLTRANSFERASE 1); UDP-glycosyltransferase/ cis-zeatin O-beta-D-glucosyltransferase/ glucosyltransferase/ quercetin 4'-O-glucosyltransferase/ quercetin 7-O-glucosyltransferase/ trans-zeatin O-beta-D-glucosyltransferase/ transferase transf
BraA05g09080R,AT2G36800,DOGT1 (DON-GLUCOSYLTRANSFERASE 1); UDP-glycosyltransferase/ cis-zeatin O-beta-D-glucosyltransferase/ glucosyltransferase/ quercetin 4'-O-glucosyltransferase/ quercetin 7-O-glucosyltransferase/ trans-zeatin O-beta-D-glucosyltransferase/ transferase transf
BraA05g09070R,AT2G36800,DOGT1 (DON-GLUCOSYLTRANSFERASE 1); UDP-glycosyltransferase/ cis-zeatin O-beta-D-glucosyltransferase/ glucosyltransferase/ quercetin 4'-O-glucosyltransferase/ quercetin 7-O-glucosyltransferase/ trans-zeatin O-beta-D-glucosyltransferase/ transferase transf
BraA05g09060R,AT2G36800,DOGT1 (DON-GLUCOSYLTRANSFERASE 1); UDP-glycosyltransferase/ cis-zeatin O-beta-D-glucosyltransferase/ glucosyltransferase/ quercetin 4'-O-glucosyltransferase/ quercetin 7-O-glucosyltransferase/ trans-zeatin O-beta-D-glucosyltransferase/ transferase transf
BraA05g09050R,AT2G36800,DOGT1 (DON-GLUCOSYLTRANSFERASE 1); UDP-glycosyltransferase/ cis-zeatin O-beta-D-glucosyltransferase/ glucosyltransferase/ quercetin 4'-O-glucosyltransferase/ quercetin 7-O-glucosyltransferase/ trans-zeatin O-beta-D-glucosyltransferase/ transferase transf
BraA05g09040R,AT2G36835,unknown protein
BraA05g09030R,AT2G36850,GSL8 (GLUCAN SYNTHASE-LIKE 8); 13-beta-glucan synthase/ transferase transferring glycosyl groups
BraA05g09020R,AT2G36870,xyloglucan:xyloglucosyl transferase putative / xyloglucan endotransglycosylase putative / endo-xyloglucan transferase putative
BraA05g09010R,NS,NA
BraA05g09000R,NS,NA
BraA05g08990R,AT2G36880,MAT3 (methionine adenosyltransferase 3); methionine adenosyltransferase
BraA05g08980R,AT2G36885,unknown protein
BraA05g08970R,AT2G36890,RAX2 (REGULATOR OF AXILLARY MERISTEMS 2); DNA binding / transcription factor
BraA05g08960R,AT2G36900,MEMB11 (MEMBRIN 11); SNAP receptor
BraA05g08950R,NS,NA
BraA05g08940R,AT2G36930,zinc finger (C2H2 type) family protein
BraA05g08930R,NS,NA
BraA05g08920R,AT2G36950,heavy-metal-associated domain-containing protein
BraA05g08910R,AT2G36960,TKI1 (TSL-kinase interacting protein 1); DNA binding / transcription factor
BraA05g08900R,AT2G36970,UDP-glucoronosyl/UDP-glucosyl transferase family protein
BraA05g08890R,AT2G36970,UDP-glucoronosyl/UDP-glucosyl transferase family protein
BraA05g08880R,AT2G36970,UDP-glucoronosyl/UDP-glucosyl transferase family protein
BraA05g08870R,AT2G36980,pentatricopeptide (PPR) repeat-containing protein
BraA05g08860R,AT2G36980,pentatricopeptide (PPR) repeat-containing protein
BraA05g08850R,AT2G37010,ATNAP12; transporter
BraA05g08840R,AT2G37030,auxin-responsive family protein
BraA05g08830R,AT2G37035,unknown protein
BraA05g08820R,AT2G37040,pal1 (Phe ammonia lyase 1); phenylalanine ammonia-lyase
BraA05g08810R,AT2G37050,kinase
BraA05g08800R,AT2G37080,myosin heavy chain-related
BraA05g08790R,AT2G37090,IRX9 (IRREGULAR XYLEM 9); transferase transferring glycosyl groups / xylosyltransferase
BraA05g08780R,AT2G37100,protamine P1 family protein
BraA05g08770R,AT2G37170,PIP2B (PLASMA MEMBRANE INTRINSIC PROTEIN 2); water channel
BraA05g08760R,AT2G37170,PIP2B (PLASMA MEMBRANE INTRINSIC PROTEIN 2); water channel
BraA05g08750R,NS,NA
BraA05g08740R,AT2G37200,integral membrane protein putative
BraA05g08730R,AT2G37220,29 kDa ribonucleoprotein chloroplast putative / RNA-binding protein cp29 putative
BraA05g08720R,AT2G37240,INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Thioredoxin fold (InterPro:IPR012335) Thioredoxin-like fold (InterPro:IPR012336); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G65840.1); Has 252 Blast hits to 252 proteins in 46 species: Archae - 0; Bacteria - 20; Metazoa - 145; Fungi - 10; Plants - 66; Viruses - 0; Other Eukaryotes - 11 (source: NCBI BLink).
BraA05g08710R,NS,NA
BraA05g08700R,AT2G37260,TTG2 (TRANSPARENT TESTA GLABRA 2); transcription factor
BraA05g08690R,AT2G37270,ATRPS5B (RIBOSOMAL PROTEIN 5B); structural constituent of ribosome
BraA05g08680R,AT2G37280,PDR5 (PLEIOTROPIC DRUG RESISTANCE 5); ATPase coupled to transmembrane movement of substances
BraA05g08670R,AT2G37280,PDR5 (PLEIOTROPIC DRUG RESISTANCE 5); ATPase coupled to transmembrane movement of substances
BraA05g08660R,AT2G37280,PDR5 (PLEIOTROPIC DRUG RESISTANCE 5); ATPase coupled to transmembrane movement of substances
BraA05g08650R,AT2G37300,unknown protein
BraA05g08640R,AT2G37320,pentatricopeptide (PPR) repeat-containing protein
BraA05g08630R,AT2G37330,ALS3 (ALUMINUM SENSITIVE 3)
BraA05g08620R,AT2G37370,unknown protein
BraA05g08610R,NS,NA
BraA05g08600R,AT2G37390,heavy-metal-associated domain-containing protein
BraA05g08590R,AT2G37390,heavy-metal-associated domain-containing protein
BraA05g08580R,AT2G37410,ATTIM17-2; P-P-bond-hydrolysis-driven protein transmembrane transporter/ protein transporter
BraA05g08560R,AT2G37430,zinc finger (C2H2 type) family protein (ZAT11)
BraA05g08550R,AT2G37440,endonuclease/exonuclease/phosphatase family protein
BraA05g08540R,NS,NA
BraA05g08530R,AT2G37460,nodulin MtN21 family protein
BraA05g08520R,NS,NA
BraA05g08510R,AT2G37500,arginine biosynthesis protein ArgJ family
BraA05g08500R,AT2G37500,arginine biosynthesis protein ArgJ family
BraA05g08490R,AT2G37540,short-chain dehydrogenase/reductase (SDR) family protein
BraA05g08480R,AT2G37550,AGD7; ARF GTPase activator/ DNA binding / zinc ion binding
BraA05g08450R,AT2G37560,ORC2 (ORIGIN RECOGNITION COMPLEX SECOND LARGEST SUBUNIT 2); DNA replication origin binding / protein binding
BraA05g08440R,AT2G37570,SLT1 (sodium- and lithium-tolerant 1)
BraA05g08430R,NS,NA
BraA05g08420R,AT2G37585,glycosyltransferase family 14 protein / core-2/I-branching enzyme family protein
BraA05g08410R,AT2G37590,Dof-type zinc finger domain-containing protein
BraA05g08400R,AT2G37600,60S ribosomal protein L36 (RPL36A)
BraA05g08390R,AT2G37610,unknown protein
BraA05g08380R,AT2G37630,AS1 (ASYMMETRIC LEAVES 1); DNA binding / protein homodimerization/ transcription factor
BraA05g08370R,AT2G37620,ACT1 (ACTIN 1); structural constituent of cytoskeleton
BraA05g08360R,AT2G37640,EXP3
BraA05g08350R,AT2G37660,binding / catalytic/ coenzyme binding
BraA05g08330R,NS,NA
BraA05g08320R,AT2G37678,FHY1 (FAR-RED ELONGATED HYPOCOTYL 1); transcription regulator
BraA05g08310R,NA,NA
BraA05g08300R,AT2G37700,catalytic/ iron ion binding / oxidoreductase
BraA05g08290R,AT2G37710,RLK (receptor lectin kinase); kinase
BraA05g08280R,AT2G37730,fringe-related protein
BraA05g08270R,NS,NA
BraA05g08250R,NS,NA
BraA05g08240R,AT2G37740,ZFP10 (ZINC-FINGER PROTEIN 10); nucleic acid binding / transcription factor/ zinc ion binding
BraA05g08230R,AT2G37760,aldo/keto reductase family protein
